,0,1,2,3,4,5,6,7,8
"Start-end time, sec","(5.5, 214.5)","(215.5, 258.5)","(259.5, 364.5)","(365.5, 442.5)","(443.5, 588.5)","(589.5, 1148.5)","(1149.5, 1600.5)","(1601.5, 1694.5)","(1695.5, 2044.5)"
"Time length, sec",209.0,43.0,105.0,77.0,145.0,559.0,451.0,93.0,349.0
Number of epochs,202,41,99,72,138,530,413,93,323
