,0,1,2,3,4,5,6,7,8
"Start-end time, sec","(9.9, 101.1)","(101.9, 263.5)","(264.3, 455.5)","(456.3, 511.5)","(513.1, 620.3)","(621.1, 707.5)","(708.3, 771.5)","(772.3, 877.1)","(877.9, 938.7)"
"Time length, sec",91.19999999999999,161.6,191.2,55.19999999999999,107.19999999999993,86.39999999999998,63.200000000000045,104.80000000000007,60.80000000000007
Number of epochs,104,178,210,68,122,102,73,119,70
