,0,1,2,3,4,5,6,7,8
"Start-end time, sec","(9.9, 118.7)","(119.5, 191.5)","(192.3, 309.1)","(309.9, 508.3)","(509.1, 620.3)","(621.1, 721.1)","(721.9, 769.9)","(770.7, 877.1)","(877.9, 938.7)"
"Time length, sec",108.8,72.0,116.80000000000001,198.40000000000003,111.19999999999993,100.0,48.0,106.39999999999998,60.80000000000007
Number of epochs,124,77,131,224,126,116,57,121,70
