,0,1,2,3,4,5,6,7
"Start-end time, sec","(10.5, 234.5)","(235.5, 669.5)","(670.5, 761.5)","(762.5, 1170.5)","(1171.5, 1389.5)","(1390.5, 1811.5)","(1812.5, 2044.5)","(2045.5, 2345.5)"
"Time length, sec",224.0,434.0,91.0,408.0,218.0,421.0,232.0,300.0
Number of epochs,199,370,76,349,180,364,208,271
