,0,1,2,3,4,5,6,7,8
"Start-end time, sec","(20.5, 456.5)","(457.5, 1205.5)","(1206.5, 2013.5)","(2014.5, 2214.5)","(2215.5, 2807.5)","(2808.5, 3215.5)","(3216.5, 3983.5)","(3984.5, 4406.5)","(4407.5, 4549.5)"
"Time length, sec",436.0,748.0,807.0,200.0,592.0,407.0,767.0,422.0,142.0
Number of epochs,409,690,776,189,569,382,724,408,138
