,0,1,2,3,4,5,6,7
"Start-end time, sec","(10.5, 237.5)","(238.5, 641.5)","(642.5, 762.5)","(763.5, 1170.5)","(1171.5, 1389.5)","(1390.5, 1840.5)","(1841.5, 2044.5)","(2045.5, 2345.5)"
"Time length, sec",227.0,403.0,120.0,407.0,218.0,450.0,203.0,300.0
Number of epochs,201,344,101,348,180,387,185,271
