,0,1,2,3,4,5,6,7
"Start-end time, sec","(10.5, 171.5)","(172.5, 436.5)","(437.5, 1204.5)","(1205.5, 1289.5)","(1292.5, 1465.5)","(1468.5, 1761.5)","(1762.5, 2110.5)","(2111.5, 2345.5)"
"Time length, sec",161.0,264.0,767.0,84.0,173.0,293.0,348.0,234.0
Number of epochs,143,228,654,64,155,252,307,214
