,0,1,2,3,4,5,6,7,8
"Start-end time, sec","(6.5, 463.5)","(464.5, 1304.5)","(1305.5, 1911.5)","(1912.5, 2145.5)","(2146.5, 2329.5)","(2330.5, 2557.5)","(2558.5, 2937.5)","(2938.5, 3088.5)","(3089.5, 3186.5)"
"Time length, sec",457.0,840.0,606.0,233.0,183.0,227.0,379.0,150.0,97.0
Number of epochs,432,772,565,222,165,212,355,142,91
