,0,1,2,3,4,5,6,7
"Start-end time, sec","(10.5, 72.5)","(73.5, 411.5)","(412.5, 646.5)","(647.5, 996.5)","(997.5, 1297.5)","(1298.5, 1402.5)","(1403.5, 1764.5)","(1765.5, 2345.5)"
"Time length, sec",62.0,338.0,234.0,349.0,300.0,104.0,361.0,580.0
Number of epochs,54,294,200,295,252,92,312,518
