,St_len_min,K_nb_max,N_cl_max,Cl_cen,Len_min,St_edges,N_stages,Longest_stage,Shortest_stage,Avg_stage_length,Ward_dist,Cen_dist,Silh,Cal-Har,Dav-Bold,Avg-Silh,Avg-Cal-Har,Avg-Dav-Bold
0,20,35,15,Mode,40,[   0  916 1343],2,916,427,671.5,9074.60642460861,5.582005128173668,0.03895198315598284,42.90002124928083,4.955327723409625,0.03895198315598284,42.90002124928083,4.955327723409625
1,0,35,10,Mode,40,[   0  105  916 1343],3,811,105,447.6666666666667,18270.76194466634,11.436928296630924,0.05286703712346442,92.50502046158886,3.5365551252217897,0.14793153404655746,98.99604042880426,2.991192278425781
2,20,50,15,Mode,40,[   0  288  916 1070 1343],4,628,154,335.75,11600.22944893664,9.052617911215421,0.008035901355643972,53.546469234451166,4.172619837425057,0.11125581207185291,59.33298402496291,3.087487500227732
3,0,35,10,Mode,40,[   0  105  485  916 1015 1343],5,431,99,268.6,10283.151299074316,10.20008956064086,0.017847650715347066,62.08474079808886,4.220324631922381,0.14211136931134744,55.469140428240905,3.282475161447032
4,60,35,15,Median,40,[   0  105  481  916  957 1140 1343],6,435,41,223.83333333333334,9247.58656666117,11.651709810423352,0.010839506080846089,58.037972438877425,4.092401003330999,0.1651430798007525,50.691803497335016,3.111719013805407
5,60,35,10,Median,40,[   0  105  481  916  957 1015 1133 1343],7,435,41,191.85714285714286,7755.215442756876,11.068092902680663,0.004342246083469283,50.627856772831755,3.9444884449194784,0.14078867464247405,42.26723431266728,3.062243330150944
6,20,35,10,Median,40,[   0  105  485  706  916  957 1015 1133 1343],8,380,41,167.875,6465.704828827314,9.948057477613103,-5.960546425684428e-05,44.64870058536887,4.484109958211473,0.12023014591910672,34.97122151810503,3.5440425620382294
7,0,35,15,Median,40,[   0  121  415  485  574  916  957 1030 1140 1343],9,342,41,149.22222222222223,5690.098568258299,9.501512163689037,-0.0098003997740695,39.667406945732175,4.473391314294409,0.11245244172949445,31.270741246515215,3.5191802244389114
8,20,35,15,Median,40,[   0  105  243  414  481  715  916  957 1026 1140 1343],10,234,41,134.3,4353.182855341853,8.827034659958123,-0.011228328867461545,36.77680577531799,4.744370537985228,0.0990502027857104,23.37574970601751,3.77498325960423
9,40,35,20,Median,40,[   0   63  105  241  422  485  706  916  957 1026 1136 1343],11,221,41,122.0909090909091,3419.2682335193726,8.591995954773981,-0.025878986480283857,33.83752092043703,4.854134807613326,0.09178431023351193,18.430517556352594,3.828002523342505
10,40,35,20,Median,40,[   0   63  105  241  422  485  706  916  957 1026 1133 1199 1343],12,221,41,111.91666666666667,3098.7968523535365,8.24702322148946,-0.03413386301417523,31.21438286453404,5.145456595086421,0.08613482547265676,16.74906185942781,3.994128852635448
11,20,45,20,Median,40,[   0  121  243  335  485  528  706  916  957 1028 1074 1133 1196 1343],13,210,41,103.3076923076923,3003.303912400402,7.496451652818229,-0.036468101278172925,27.98356221218801,5.605016193877011,0.0712507696858409,15.948952039285217,4.418696776846435
12,40,50,15,Median,40,"[   0   63  105  241  414  481  528  724  916  970 1027 1070 1138 1196
 1343]",14,196,42,95.92857142857143,2392.4452288778266,7.436262127847905,-0.04592504339607893,26.49993121114335,5.2018625037032376,0.0674230979735915,12.963755655449564,4.14566816388224
13,40,35,20,Mode,40,"[   0   63  105  222  335  414  485  580  706  781  916  957 1033 1077
 1140 1343]",15,203,41,89.53333333333333,2201.3924862131366,7.014754656076372,-0.04468239890375864,25.027795802028304,5.889706909484413,0.062158671944629915,11.625833169336145,4.862641222266597
