,0,1,2,3,4,5,6,7
"Start-end time, sec","(10.5, 411.5)","(412.5, 581.5)","(582.5, 996.5)","(997.5, 1171.5)","(1172.5, 1389.5)","(1390.5, 1840.5)","(1841.5, 2044.5)","(2045.5, 2345.5)"
"Time length, sec",401.0,169.0,414.0,174.0,217.0,450.0,203.0,300.0
Number of epochs,348,150,345,152,179,387,185,271
