,0,1,2,3,4,5,6,7,8,9
"Start-end time, sec","(8.5, 116.5)","(117.5, 219.5)","(220.5, 296.5)","(297.5, 504.5)","(505.5, 767.5)","(768.5, 919.5)","(920.5, 1059.5)","(1060.5, 1154.5)","(1155.5, 1239.5)","(1240.5, 1304.5)"
"Time length, sec",108.0,102.0,76.0,207.0,262.0,151.0,139.0,94.0,84.0,64.0
Number of epochs,103,92,67,185,234,141,127,89,80,62
